flow_veh_per_h,time_mean_speed_kmh
1427.0,81.32025227750526
1164.0,81.90807560137458
794.0,85.77707808564232
624.0,86.28525641025641
575.0,86.55652173913043
437.0,83.8558352402746
235.0,80.50638297872341
125.0,79.936
151.0,77.12582781456953
207.0,76.90821256038647
302.0,76.55629139072848
497.0,77.98993963782696
822.0,77.50486618004867
857.0,79.85647607934656
1127.0,81.5031055900621
1119.0,81.4396782841823
1283.0,80.45830085736554
985.0,80.73502538071067
996.0,79.8433734939759
728.0,80.41071428571429
611.0,80.73486088379705
772.0,80.57642487046633
245.0,81.17959183673469
179.0,81.08379888268156
170.0,82.87058823529412
75.0,81.62666666666667
58.0,83.01724137931035
45.0,83.4888888888889
61.0,82.22950819672131
101.0,80.81188118811882
328.0,82.44817073170732
704.0,82.1590909090909
1175.0,81.64170212765957
1279.0,81.573885848319
1241.0,80.8372280419017
1349.0,81.65085248332097
1555.0,81.10418006430868
1675.0,82.17671641791044
2180.0,80.68715596330276
2679.0,79.48749533407988
2690.0,78.79702602230483
2061.0,79.30082484230955
1661.0,80.70258880192655
1231.0,81.96669374492282
949.0,81.71338250790306
1048.0,81.50763358778626
451.0,82.42572062084257
236.0,81.52542372881356
214.0,80.35514018691589
117.0,80.05982905982906
80.0,80.4875
63.0,82.3015873015873
59.0,81.15254237288136
100.0,81.82
323.0,82.93188854489163
715.0,82.01818181818182
1155.0,80.79567099567099
1291.0,81.24322230828815
1271.0,82.17230527143981
1504.0,81.45877659574468
1744.0,78.89105504587155
1902.0,79.5410094637224
2311.0,68.46819558632626
2599.0,73.59753751442862
2492.0,72.3868378812199
1948.0,73.0805954825462
1716.0,76.21853146853147
1279.0,77.33541829554339
1034.0,79.02417794970987
1068.0,77.97940074906367
536.0,78.77425373134328
421.0,80.91923990498812
385.0,80.1896103896104
263.0,78.99239543726236
193.0,80.860103626943
153.0,80.45098039215686
138.0,80.80434782608695
103.0,80.98058252427184
103.0,81.2621359223301
219.0,82.10958904109589
392.0,80.15561224489795
698.0,81.18338108882521
1130.0,80.15929203539822
1410.0,80.04326241134751
1588.0,79.88664987405542
1756.0,79.36845102505694
2063.0,78.08095007270964
2005.0,78.00349127182045
1915.0,76.41932114882506
1498.0,77.66889185580774
1406.0,79.11308677098151
1139.0,78.9297629499561
884.0,80.25339366515837
1052.0,79.11977186311788
620.0,80.85322580645162
454.0,81.72466960352423
422.0,80.31990521327015
321.0,82.14330218068535
251.0,82.55776892430279
205.0,82.41463414634147
183.0,82.72131147540983
127.0,83.37007874015748
96.0,81.58333333333333
146.0,82.03424657534246
233.0,80.92703862660944
598.0,82.0
975.0,81.3651282051282
1196.0,81.16722408026756
1565.0,80.58274760383387
1738.0,80.3970080552359
2033.0,79.02803738317758
1988.0,79.93762575452716
1915.0,77.82767624020887
1562.0,78.18181818181819
1585.0,79.37854889589906
1180.0,79.28813559322033
837.0,80.55077658303465
1068.0,80.4307116104869
392.0,81.28061224489795
332.0,81.72590361445783
372.0,83.19086021505376
206.0,82.5
107.0,82.83177570093459
74.0,81.44594594594595
86.0,82.27906976744185
91.0,82.79120879120879
123.0,82.39837398373983
198.0,82.32323232323232
300.0,82.31666666666666
733.0,81.95907230559345
871.0,81.77497129735936
1193.0,81.76278290025147
1653.0,80.04295220810647
1753.0,79.9498003422704
1997.0,78.81321982974461
1969.0,79.21381411884205
2134.0,77.84208059981256
1620.0,79.51975308641975
1530.0,79.9032679738562
1307.0,81.04208110175975
915.0,81.45901639344262
1087.0,83.27782888684453
466.0,83.12017167381974
180.0,83.95555555555555
286.0,83.55594405594405
106.0,83.78301886792453
47.0,81.91489361702128
32.0,83.59375
69.0,82.10144927536231
142.0,76.56338028169014
455.0,75.43956043956044
1242.0,76.46296296296296
2041.0,72.36648701616855
1464.0,74.05806010928961
1373.0,76.39548434085943
1257.0,77.57756563245823
1386.0,77.69047619047619
1588.0,80.7544080604534
2249.0,81.23743886171631
2989.0,79.34693877551021
3521.0,75.42999147969327
2745.0,77.98433515482697
1952.0,80.59016393442623
1373.0,81.74726875455208
1109.0,82.16862037871957
1098.0,82.67668488160291
409.0,82.9437652811736
194.0,84.71649484536083
675.0,81.10962962962962
725.0,82.77241379310345
654.0,84.35168195718654
495.0,83.89696969696969
462.0,85.44372294372295
330.0,83.66666666666667
189.0,80.21164021164022
166.0,79.26506024096386
185.0,74.52972972972972
255.0,76.02352941176471
260.0,77.11153846153846
457.0,77.64989059080963
660.0,76.5909090909091
933.0,79.0075026795284
1053.0,80.94112060778727
1349.0,80.77687175685693
1205.0,79.48381742738589
1107.0,79.7479674796748
981.0,79.9796126401631
788.0,80.84517766497461
605.0,81.51239669421487
418.0,81.45933014354067
236.0,81.47457627118644
163.0,81.82208588957056
102.0,81.38235294117646
62.0,82.62903225806451
32.0,81.65625
38.0,83.3157894736842
80.0,80.95
232.0,83.05172413793103
852.0,85.15375586854461
1470.0,81.44285714285714
1983.0,80.05345436207766
1733.0,81.57530294287363
1291.0,81.85205267234701
1427.0,81.78206026629292
1578.0,81.1444866920152
1585.0,81.17791798107255
1651.0,80.97334948516051
1847.0,80.11315646995128
1966.0,78.26653102746694
1704.0,78.93661971830986
1433.0,80.09490579204466
1110.0,80.95585585585586
925.0,81.04108108108107
554.0,82.07761732851985
323.0,80.84520123839009
189.0,80.05820105820106
135.0,81.13333333333334
81.0,81.0246913580247
42.0,81.21428571428571
55.0,81.2909090909091
73.0,82.27397260273973
226.0,82.18141592920354
870.0,83.77586206896552
1500.0,81.27266666666667
1768.0,81.36085972850678
1629.0,81.4622467771639
1396.0,81.61174785100286
1528.0,80.20418848167539
1787.0,78.6787912702854
1659.0,79.40024110910187
1726.0,72.13557358053302
1985.0,76.16523929471033
2006.0,74.40727816550348
1849.0,73.9751216873986
1481.0,75.23024983119514
1090.0,76.87522935779816
988.0,78.38967611336032
616.0,78.33116883116882
419.0,78.88305489260144
297.0,79.28619528619528
307.0,79.54723127035831
208.0,79.64423076923077
129.0,77.16279069767442
102.0,80.06862745098039
118.0,79.88983050847457
105.0,78.5047619047619
236.0,80.4364406779661
373.0,79.27613941018767
429.0,80.31468531468532
871.0,80.49368541905855
999.0,79.77077077077077
1374.0,79.73580786026201
1793.0,78.43446737311768
1880.0,78.55904255319149
1919.0,78.26003126628453
2013.0,77.99254843517139
1878.0,77.22310969116081
1613.0,77.49163050216987
1414.0,77.6110325318246
1026.0,79.2300194931774
782.0,80.02941176470588
588.0,80.64285714285714
461.0,80.62472885032538
373.0,80.31367292225201
296.0,79.8445945945946
262.0,81.06106870229007
238.0,80.30252100840336
140.0,79.96428571428571
111.0,81.76576576576576
96.0,82.02083333333333
136.0,82.19117647058823
320.0,80.63125
289.0,81.04498269896193
653.0,82.35681470137825
752.0,81.23936170212765
1121.0,80.65120428189117
1585.0,79.45488958990536
1778.0,80.10911136107987
1871.0,79.01817210048102
1850.0,78.56594594594594
1827.0,76.69293924466338
1796.0,75.76224944320712
1403.0,77.36136849607983
1031.0,78.95150339476237
858.0,79.22144522144522
529.0,79.99621928166351
354.0,80.55932203389831
248.0,80.89112903225806
218.0,81.8302752293578
141.0,81.45390070921985
80.0,81.65
70.0,79.4
74.0,82.20270270270271
108.0,82.53703703703704
207.0,82.93236714975845
264.0,80.73863636363636
306.0,82.42483660130719
614.0,82.40390879478828
780.0,81.56025641025641
1178.0,81.20543293718167
1563.0,80.58989123480487
1737.0,79.59930915371329
1910.0,79.38691099476439
1867.0,78.90680235672201
1823.0,78.35874931431707
1662.0,78.56137184115524
1518.0,78.66666666666667
1156.0,79.71626297577855
851.0,80.45005875440658
570.0,80.1140350877193
258.0,81.52713178294573
161.0,81.77639751552795
97.0,79.90721649484536
50.0,81.76
42.0,77.95238095238095
40.0,82.825
97.0,78.0721649484536
277.0,76.75090252707581
1228.0,76.9584690553746
2404.0,73.08818635607321
3365.0,62.56077265973254
2190.0,70.36164383561643
1412.0,75.55878186968839
1290.0,77.44573643410853
1425.0,77.16070175438597
1359.0,79.80868285504047
1399.0,80.9735525375268
1771.0,80.39469226425749
2170.0,78.44608294930876
1932.0,78.26811594202898
1446.0,80.15698478561549
1189.0,80.46005046257359
961.0,81.4401664932362
591.0,81.18612521150592
261.0,80.63218390804597
164.0,81.89634146341463
